split,image,flight,frame,boxes,source
train,17_20194,17,20194,1,mots_only
train,17_20195,17,20195,1,mots_only
train,17_20196,17,20196,1,mots_only
train,17_20197,17,20197,1,mots_only
train,17_20198,17,20198,1,mots_only
train,17_20199,17,20199,1,mots_only
train,17_20200,17,20200,1,mots_only
train,17_20201,17,20201,1,mots_only
train,17_20202,17,20202,1,mots_only
train,17_20203,17,20203,1,mots_only
train,17_20204,17,20204,1,mots_only
train,17_20205,17,20205,1,mots_only
train,17_20206,17,20206,1,mots_only
train,17_20207,17,20207,1,mots_only
train,17_20208,17,20208,1,mots_only
train,17_20209,17,20209,1,mots_only
train,17_20210,17,20210,1,mots_only
train,17_20211,17,20211,1,mots_only
train,17_20212,17,20212,1,mots_only
train,17_20213,17,20213,1,mots_only
train,17_20214,17,20214,1,mots_only
train,17_20215,17,20215,1,mots_only
train,17_20216,17,20216,1,mots_only
train,17_20217,17,20217,1,mots_only
train,17_20218,17,20218,1,mots_only
train,17_20219,17,20219,1,mots_only
train,17_20220,17,20220,1,mots_only
train,17_20221,17,20221,1,mots_only
train,17_20222,17,20222,1,mots_only
train,17_20223,17,20223,1,mots_only
train,17_20224,17,20224,1,mots_only
train,17_20225,17,20225,1,mots_only
train,17_20226,17,20226,1,mots_only
train,17_20227,17,20227,1,mots_only
train,17_20228,17,20228,1,mots_only
train,17_20229,17,20229,1,mots_only
train,17_20230,17,20230,1,mots_only
train,17_20231,17,20231,1,mots_only
train,17_20232,17,20232,1,mots_only
train,17_20233,17,20233,1,mots_only
train,17_20234,17,20234,1,mots_only
train,17_20235,17,20235,1,mots_only
train,17_20236,17,20236,1,mots_only
train,17_20237,17,20237,1,mots_only
train,17_20238,17,20238,1,mots_only
train,17_20239,17,20239,1,mots_only
train,17_20240,17,20240,1,mots_only
train,17_20243,17,20243,3,mots_only
train,17_20244,17,20244,3,mots_only
train,17_20245,17,20245,3,mots_only
train,17_20246,17,20246,3,mots_only
train,17_20247,17,20247,5,mots_only
train,17_20248,17,20248,5,mots_only
train,17_20249,17,20249,7,mots_only
train,17_20250,17,20250,7,mots_only
train,17_20251,17,20251,7,mots_only
train,17_20252,17,20252,10,mots_only
train,17_20253,17,20253,12,mots_only
train,17_20254,17,20254,13,mots_only
train,17_20255,17,20255,12,mots_only
train,17_20256,17,20256,12,mots_only
train,17_20257,17,20257,12,mots_only
train,17_20258,17,20258,12,mots_only
train,17_20259,17,20259,12,mots_only
train,17_20260,17,20260,15,mots_only
train,17_20261,17,20261,15,mots_only
train,17_20262,17,20262,17,mots_only
train,17_20263,17,20263,17,mots_only
train,17_20264,17,20264,17,mots_only
train,17_20265,17,20265,18,mots_only
train,17_20266,17,20266,18,mots_only
train,17_20267,17,20267,19,mots_only
train,17_20268,17,20268,18,mots_only
train,17_20269,17,20269,18,mots_only
train,17_20270,17,20270,22,mots_only
train,17_20271,17,20271,21,mots_only
train,17_20272,17,20272,21,mots_only
train,17_20273,17,20273,22,mots_only
train,17_20274,17,20274,22,mots_only
train,17_20275,17,20275,3,mots_only
train,17_20276,17,20276,23,mots_only
train,17_20277,17,20277,25,mots_only
train,17_20278,17,20278,26,mots_only
train,17_20279,17,20279,26,mots_only
train,17_20280,17,20280,27,mots_only
train,17_20281,17,20281,27,mots_only
train,17_20282,17,20282,27,mots_only
train,17_20283,17,20283,27,mots_only
train,17_20284,17,20284,27,mots_only
train,17_20285,17,20285,27,mots_only
train,17_20286,17,20286,28,mots_only
train,17_20287,17,20287,28,mots_only
train,17_20288,17,20288,28,mots_only
train,17_20289,17,20289,31,mots_only
train,17_20290,17,20290,30,mots_only
train,17_20291,17,20291,30,mots_only
train,17_20292,17,20292,31,mots_only
train,17_20293,17,20293,31,mots_only
train,17_20294,17,20294,31,mots_only
train,17_20295,17,20295,31,mots_only
train,17_20296,17,20296,31,mots_only
train,17_20297,17,20297,31,mots_only
train,17_20298,17,20298,32,mots_only
train,17_20299,17,20299,32,mots_only
train,17_20300,17,20300,32,mots_only
train,17_20301,17,20301,34,mots_only
train,17_20302,17,20302,36,mots_only
train,17_20303,17,20303,36,mots_only
train,17_20304,17,20304,36,mots_only
train,17_20305,17,20305,38,mots_only
train,17_20306,17,20306,36,mots_only
train,17_20307,17,20307,37,mots_only
train,17_20308,17,20308,37,mots_only
train,17_20309,17,20309,35,mots_only
train,17_20310,17,20310,64,mots_only
train,17_20311,17,20311,37,mots_only
train,17_20312,17,20312,31,mots_only
train,17_20313,17,20313,34,mots_only
train,17_20314,17,20314,34,mots_only
train,17_20315,17,20315,34,mots_only
train,17_20316,17,20316,34,mots_only
train,17_20317,17,20317,35,mots_only
train,17_20318,17,20318,35,mots_only
train,17_20319,17,20319,35,mots_only
train,17_20320,17,20320,35,mots_only
train,17_20321,17,20321,35,mots_only
train,17_20322,17,20322,35,mots_only
train,17_20323,17,20323,35,mots_only
train,17_20324,17,20324,35,mots_only
train,17_20325,17,20325,35,mots_only
train,17_20326,17,20326,34,mots_only
train,17_20327,17,20327,34,mots_only
train,17_20328,17,20328,34,mots_only
train,17_20329,17,20329,34,mots_only
train,17_20330,17,20330,34,mots_only
train,17_20331,17,20331,36,mots_only
train,17_20332,17,20332,35,mots_only
train,17_20333,17,20333,35,mots_only
train,17_20334,17,20334,35,mots_only
train,17_20335,17,20335,35,mots_only
train,17_20336,17,20336,35,mots_only
train,17_20337,17,20337,35,mots_only
train,17_20338,17,20338,34,mots_only
train,17_20339,17,20339,34,mots_only
train,17_20340,17,20340,34,mots_only
train,17_20341,17,20341,33,mots_only
train,17_20342,17,20342,33,mots_only
train,17_20343,17,20343,33,mots_only
train,17_20344,17,20344,33,mots_only
train,17_20345,17,20345,33,mots_only
train,17_20346,17,20346,33,mots_only
train,17_20347,17,20347,32,mots_only
train,17_20348,17,20348,32,mots_only
train,17_20349,17,20349,32,mots_only
train,17_20350,17,20350,32,mots_only
train,17_20351,17,20351,33,mots_only
train,17_20352,17,20352,34,mots_only
train,17_20353,17,20353,34,mots_only
train,17_20354,17,20354,34,mots_only
train,17_20355,17,20355,34,mots_only
train,17_20356,17,20356,31,mots_only
train,17_20357,17,20357,35,mots_only
train,17_20358,17,20358,36,mots_only
train,17_20359,17,20359,36,mots_only
train,17_20360,17,20360,36,mots_only
train,17_20361,17,20361,36,mots_only
train,17_20362,17,20362,36,mots_only
train,17_20363,17,20363,36,mots_only
train,17_20364,17,20364,36,mots_only
train,17_20365,17,20365,36,mots_only
train,17_20366,17,20366,36,mots_only
train,17_20367,17,20367,36,mots_only
train,17_20368,17,20368,36,mots_only
train,17_20369,17,20369,36,mots_only
train,17_20370,17,20370,36,mots_only
train,17_20371,17,20371,36,mots_only
train,17_20372,17,20372,36,mots_only
train,17_20373,17,20373,36,mots_only
train,17_20374,17,20374,36,mots_only
train,17_20375,17,20375,36,mots_only
train,17_20376,17,20376,36,mots_only
train,17_20377,17,20377,36,mots_only
train,17_20378,17,20378,36,mots_only
train,17_20379,17,20379,36,mots_only
train,17_20380,17,20380,36,mots_only
train,17_20381,17,20381,36,mots_only
train,17_20382,17,20382,35,mots_only
train,17_20383,17,20383,35,mots_only
train,17_20384,17,20384,35,mots_only
train,17_20385,17,20385,35,mots_only
train,17_20386,17,20386,35,mots_only
train,17_20387,17,20387,35,mots_only
train,17_20388,17,20388,35,mots_only
train,17_20389,17,20389,35,mots_only
train,17_20390,17,20390,35,mots_only
train,17_20391,17,20391,35,mots_only
train,17_20392,17,20392,35,mots_only
train,17_20393,17,20393,35,mots_only
train,17_20394,17,20394,35,mots_only
train,17_20395,17,20395,35,mots_only
train,17_20396,17,20396,35,mots_only
train,17_20397,17,20397,35,mots_only
train,17_20398,17,20398,35,mots_only
train,17_20399,17,20399,35,mots_only
train,17_20400,17,20400,35,mots_only
train,17_20401,17,20401,35,mots_only
train,17_20402,17,20402,35,mots_only
train,17_20403,17,20403,35,mots_only
train,17_20404,17,20404,35,mots_only
train,17_20405,17,20405,35,mots_only
train,17_20406,17,20406,35,mots_only
train,17_20407,17,20407,35,mots_only
train,17_20408,17,20408,35,mots_only
train,17_20409,17,20409,35,mots_only
train,17_20410,17,20410,34,mots_only
train,17_20411,17,20411,34,mots_only
train,17_20412,17,20412,34,mots_only
train,17_20413,17,20413,34,mots_only
train,17_20414,17,20414,33,mots_only
train,17_20415,17,20415,33,mots_only
train,17_20416,17,20416,33,mots_only
train,17_20417,17,20417,32,mots_only
train,17_20418,17,20418,31,mots_only
train,17_20419,17,20419,31,mots_only
train,17_20420,17,20420,29,mots_only
train,17_20421,17,20421,29,mots_only
train,17_20422,17,20422,28,mots_only
train,17_20423,17,20423,27,mots_only
train,17_20424,17,20424,27,mots_only
train,17_20425,17,20425,27,mots_only
train,17_20426,17,20426,27,mots_only
train,17_20427,17,20427,27,mots_only
train,17_20428,17,20428,26,mots_only
train,17_20429,17,20429,26,mots_only
train,17_20430,17,20430,24,mots_only
train,17_20431,17,20431,24,mots_only
train,17_20432,17,20432,24,mots_only
train,17_20433,17,20433,23,mots_only
train,17_20434,17,20434,23,mots_only
train,17_20435,17,20435,21,mots_only
train,17_20436,17,20436,21,mots_only
train,17_20437,17,20437,21,mots_only
train,17_20438,17,20438,20,mots_only
train,17_20439,17,20439,20,mots_only
train,17_20440,17,20440,18,mots_only
train,17_20441,17,20441,18,mots_only
train,17_20442,17,20442,18,mots_only
train,17_20443,17,20443,18,mots_only
train,17_20444,17,20444,18,mots_only
train,17_20445,17,20445,18,mots_only
train,17_20446,17,20446,16,mots_only
train,17_20447,17,20447,16,mots_only
train,17_20448,17,20448,16,mots_only
train,17_20449,17,20449,15,mots_only
train,17_20450,17,20450,15,mots_only
train,17_20451,17,20451,15,mots_only
train,17_20452,17,20452,14,mots_only
train,17_20453,17,20453,13,mots_only
train,17_20454,17,20454,13,mots_only
train,17_20455,17,20455,13,mots_only
train,17_20456,17,20456,13,mots_only
train,17_20457,17,20457,13,mots_only
train,17_20458,17,20458,13,mots_only
train,17_20459,17,20459,13,mots_only
train,17_20460,17,20460,13,mots_only
train,17_20461,17,20461,13,mots_only
train,17_20462,17,20462,13,mots_only
train,17_20463,17,20463,13,mots_only
train,17_20464,17,20464,13,mots_only
train,17_20465,17,20465,13,mots_only
train,17_20466,17,20466,10,mots_only
train,17_20467,17,20467,10,mots_only
train,17_20468,17,20468,10,mots_only
train,17_20469,17,20469,10,mots_only
train,17_20470,17,20470,9,mots_only
train,17_20471,17,20471,9,mots_only
train,17_20472,17,20472,9,mots_only
train,17_20473,17,20473,9,mots_only
train,17_20474,17,20474,8,mots_only
train,17_20475,17,20475,8,mots_only
train,17_20476,17,20476,8,mots_only
train,17_20477,17,20477,8,mots_only
train,17_20478,17,20478,8,mots_only
train,17_20479,17,20479,8,mots_only
train,17_20480,17,20480,7,mots_only
train,17_20481,17,20481,7,mots_only
train,17_20482,17,20482,7,mots_only
train,17_20483,17,20483,7,mots_only
train,17_20484,17,20484,7,mots_only
train,17_20485,17,20485,7,mots_only
train,17_20486,17,20486,7,mots_only
train,17_20487,17,20487,7,mots_only
train,17_20488,17,20488,7,mots_only
train,17_20489,17,20489,7,mots_only
train,17_20490,17,20490,6,mots_only
train,17_20491,17,20491,5,mots_only
train,17_20492,17,20492,5,mots_only
train,17_20493,17,20493,5,mots_only
train,17_20494,17,20494,5,mots_only
train,17_20495,17,20495,5,mots_only
train,17_20496,17,20496,5,mots_only
train,17_20497,17,20497,4,mots_only
train,17_20498,17,20498,4,mots_only
train,17_20499,17,20499,4,mots_only
train,17_20500,17,20500,4,mots_only
train,17_20501,17,20501,4,mots_only
train,17_20502,17,20502,4,mots_only
train,17_20503,17,20503,4,mots_only
train,17_20504,17,20504,4,mots_only
train,17_20505,17,20505,4,mots_only
train,17_20506,17,20506,4,mots_only
train,17_20507,17,20507,4,mots_only
train,17_20508,17,20508,4,mots_only
train,17_20509,17,20509,3,mots_only
train,17_20510,17,20510,3,mots_only
train,17_20511,17,20511,1,mots_only
train,17_20512,17,20512,1,mots_only
train,17_21358,17,21358,1,mots_only
train,17_21359,17,21359,1,mots_only
train,17_21360,17,21360,1,mots_only
train,17_21361,17,21361,1,mots_only
train,17_21362,17,21362,1,mots_only
train,17_21363,17,21363,1,mots_only
train,17_21364,17,21364,1,mots_only
train,17_21365,17,21365,1,mots_only
train,17_21366,17,21366,1,mots_only
train,17_21367,17,21367,1,mots_only
train,17_21368,17,21368,1,mots_only
train,17_21369,17,21369,1,mots_only
train,17_21370,17,21370,1,mots_only
train,17_21371,17,21371,1,mots_only
train,17_21372,17,21372,1,mots_only
train,17_21373,17,21373,2,mots_only
train,17_21374,17,21374,2,mots_only
train,17_21375,17,21375,2,mots_only
train,17_21376,17,21376,2,mots_only
train,17_21377,17,21377,2,mots_only
train,17_21378,17,21378,2,mots_only
train,17_21379,17,21379,2,mots_only
train,17_21380,17,21380,2,mots_only
train,17_21381,17,21381,2,mots_only
train,17_21382,17,21382,2,mots_only
train,17_21383,17,21383,3,mots_only
train,17_21384,17,21384,3,mots_only
train,17_21385,17,21385,3,mots_only
train,17_21386,17,21386,3,mots_only
train,17_21387,17,21387,3,mots_only
train,17_21388,17,21388,3,mots_only
train,17_21389,17,21389,3,mots_only
train,17_21390,17,21390,3,mots_only
train,17_21391,17,21391,3,mots_only
train,17_21392,17,21392,3,mots_only
train,17_21393,17,21393,2,mots_only
train,17_21394,17,21394,2,mots_only
train,17_21395,17,21395,2,mots_only
train,17_21396,17,21396,2,mots_only
train,17_21397,17,21397,2,mots_only
train,17_21398,17,21398,2,mots_only
train,17_21399,17,21399,2,mots_only
train,17_21400,17,21400,2,mots_only
train,17_21401,17,21401,2,mots_only
train,17_21402,17,21402,2,mots_only
train,17_21403,17,21403,2,mots_only
train,17_21404,17,21404,2,mots_only
train,17_21405,17,21405,2,mots_only
train,17_21406,17,21406,2,mots_only
train,17_21407,17,21407,2,mots_only
train,17_21408,17,21408,2,mots_only
train,17_21409,17,21409,2,mots_only
train,17_21410,17,21410,2,mots_only
train,17_21411,17,21411,2,mots_only
train,17_21412,17,21412,2,mots_only
train,17_21413,17,21413,2,mots_only
train,17_21414,17,21414,2,mots_only
train,17_21415,17,21415,2,mots_only
train,17_21416,17,21416,2,mots_only
train,17_21417,17,21417,2,mots_only
train,17_21418,17,21418,2,mots_only
train,17_21419,17,21419,2,mots_only
train,17_21420,17,21420,2,mots_only
train,17_21421,17,21421,2,mots_only
train,17_21422,17,21422,2,mots_only
train,17_21423,17,21423,2,mots_only
train,17_21424,17,21424,2,mots_only
train,17_21425,17,21425,2,mots_only
train,17_21426,17,21426,2,mots_only
train,17_21427,17,21427,2,mots_only
train,17_21428,17,21428,2,mots_only
train,17_21429,17,21429,2,mots_only
train,17_21430,17,21430,2,mots_only
train,17_21431,17,21431,2,mots_only
train,17_21432,17,21432,2,mots_only
train,17_21433,17,21433,2,mots_only
train,17_21434,17,21434,2,mots_only
train,17_21435,17,21435,2,mots_only
train,17_21436,17,21436,2,mots_only
train,17_21437,17,21437,2,mots_only
train,17_21438,17,21438,2,mots_only
train,17_21439,17,21439,2,mots_only
train,17_21440,17,21440,2,mots_only
train,17_21441,17,21441,2,mots_only
train,17_21442,17,21442,2,mots_only
train,17_21443,17,21443,2,mots_only
train,17_21444,17,21444,2,mots_only
train,17_21445,17,21445,2,mots_only
train,17_21446,17,21446,2,mots_only
train,17_21447,17,21447,2,mots_only
train,17_21448,17,21448,2,mots_only
train,17_21449,17,21449,2,mots_only
train,17_21450,17,21450,2,mots_only
train,17_21451,17,21451,2,mots_only
train,17_21452,17,21452,2,mots_only
train,17_21453,17,21453,2,mots_only
train,17_21454,17,21454,2,mots_only
train,17_21455,17,21455,2,mots_only
train,17_21456,17,21456,2,mots_only
train,17_21457,17,21457,2,mots_only
train,17_21458,17,21458,2,mots_only
train,17_21459,17,21459,2,mots_only
train,17_21460,17,21460,2,mots_only
train,17_21461,17,21461,2,mots_only
train,17_21462,17,21462,2,mots_only
train,17_21463,17,21463,1,mots_only
train,17_21464,17,21464,1,mots_only
train,17_21465,17,21465,1,mots_only
train,17_21466,17,21466,1,mots_only
train,17_21467,17,21467,1,mots_only
train,17_21468,17,21468,1,mots_only
train,17_21469,17,21469,1,mots_only
train,17_21470,17,21470,1,mots_only
train,17_21471,17,21471,1,mots_only
train,17_21472,17,21472,1,mots_only
train,17_21473,17,21473,1,mots_only
train,17_21474,17,21474,1,mots_only
train,17_21475,17,21475,1,mots_only
train,17_21476,17,21476,1,mots_only
train,17_21477,17,21477,1,mots_only
train,17_21478,17,21478,1,mots_only
train,17_21479,17,21479,1,mots_only
train,17_21480,17,21480,1,mots_only
train,17_21481,17,21481,1,mots_only
train,17_21482,17,21482,1,mots_only
train,17_21483,17,21483,1,mots_only
train,17_21484,17,21484,1,mots_only
train,17_21485,17,21485,1,mots_only
train,17_21486,17,21486,1,mots_only
train,17_21487,17,21487,1,mots_only
train,17_21488,17,21488,1,mots_only
train,17_21489,17,21489,1,mots_only
train,17_21490,17,21490,1,mots_only
train,17_21491,17,21491,1,mots_only
train,17_21492,17,21492,1,mots_only
train,17_21493,17,21493,1,mots_only
train,17_21494,17,21494,1,mots_only
train,17_21495,17,21495,1,mots_only
train,17_21496,17,21496,1,mots_only
train,17_21497,17,21497,1,mots_only
train,17_21498,17,21498,1,mots_only
train,17_21499,17,21499,1,mots_only
train,17_21500,17,21500,1,mots_only
train,17_21501,17,21501,1,mots_only
train,17_21502,17,21502,1,mots_only
train,17_21503,17,21503,1,mots_only
train,17_21504,17,21504,1,mots_only
train,17_21505,17,21505,1,mots_only
train,17_21506,17,21506,1,mots_only
train,17_21507,17,21507,1,mots_only
train,17_21508,17,21508,1,mots_only
train,17_21509,17,21509,1,mots_only
train,17_21510,17,21510,1,mots_only
train,17_21511,17,21511,1,mots_only
train,17_21512,17,21512,1,mots_only
train,17_21513,17,21513,1,mots_only
train,17_21514,17,21514,1,mots_only
train,17_21515,17,21515,1,mots_only
train,17_21516,17,21516,1,mots_only
train,17_21517,17,21517,1,mots_only
train,17_21518,17,21518,1,mots_only
train,17_21519,17,21519,1,mots_only
train,17_21520,17,21520,1,mots_only
train,17_21521,17,21521,1,mots_only
train,17_21522,17,21522,1,mots_only
train,17_21523,17,21523,1,mots_only
train,17_21524,17,21524,1,mots_only
train,17_21525,17,21525,1,mots_only
train,17_21526,17,21526,1,mots_only
train,17_21527,17,21527,1,mots_only
train,17_21528,17,21528,1,mots_only
train,17_21529,17,21529,1,mots_only
train,17_21530,17,21530,1,mots_only
train,17_21531,17,21531,1,mots_only
train,17_21532,17,21532,1,mots_only
train,17_21533,17,21533,1,mots_only
train,17_21534,17,21534,1,mots_only
train,17_21535,17,21535,1,mots_only
train,17_21536,17,21536,1,mots_only
train,17_21537,17,21537,1,mots_only
train,17_21538,17,21538,1,mots_only
train,17_21539,17,21539,1,mots_only
train,17_21540,17,21540,1,mots_only
train,17_21541,17,21541,1,mots_only
train,17_21542,17,21542,1,mots_only
train,17_21543,17,21543,1,mots_only
train,17_21544,17,21544,1,mots_only
train,17_21545,17,21545,1,mots_only
train,17_21546,17,21546,1,mots_only
train,17_21547,17,21547,1,mots_only
train,17_21548,17,21548,1,mots_only
train,17_21549,17,21549,1,mots_only
train,17_21550,17,21550,1,mots_only
train,17_21551,17,21551,1,mots_only
train,17_21552,17,21552,1,mots_only
train,17_21553,17,21553,1,mots_only
train,17_21554,17,21554,1,mots_only
train,17_21555,17,21555,1,mots_only
train,17_21556,17,21556,1,mots_only
train,17_21557,17,21557,1,mots_only
train,17_21558,17,21558,1,mots_only
train,17_21559,17,21559,1,mots_only
train,17_21560,17,21560,1,mots_only
train,17_21561,17,21561,1,mots_only
train,17_21562,17,21562,1,mots_only
train,17_21563,17,21563,1,mots_only
train,17_21564,17,21564,1,mots_only
train,17_21565,17,21565,1,mots_only
train,17_21566,17,21566,1,mots_only
train,17_21567,17,21567,1,mots_only
train,17_21568,17,21568,1,mots_only
train,17_21569,17,21569,1,mots_only
train,17_21570,17,21570,1,mots_only
train,17_21571,17,21571,1,mots_only
train,17_21572,17,21572,1,mots_only
train,17_21573,17,21573,1,mots_only
train,17_21574,17,21574,1,mots_only
train,17_21575,17,21575,1,mots_only
train,17_21576,17,21576,1,mots_only
train,17_21577,17,21577,1,mots_only
train,17_21578,17,21578,1,mots_only
train,17_21579,17,21579,1,mots_only
train,17_21580,17,21580,1,mots_only
train,17_21581,17,21581,1,mots_only
train,17_21582,17,21582,1,mots_only
train,17_21583,17,21583,1,mots_only
train,17_21584,17,21584,1,mots_only
train,17_21585,17,21585,1,mots_only
train,17_21586,17,21586,1,mots_only
train,17_21587,17,21587,1,mots_only
train,17_21588,17,21588,1,mots_only
train,17_21589,17,21589,1,mots_only
train,17_21590,17,21590,1,mots_only
train,17_21591,17,21591,1,mots_only
train,17_21592,17,21592,1,mots_only
train,17_21593,17,21593,1,mots_only
train,17_21594,17,21594,1,mots_only
train,17_21595,17,21595,1,mots_only
train,17_21596,17,21596,1,mots_only
train,17_21597,17,21597,1,mots_only
train,17_21598,17,21598,1,mots_only
train,17_21599,17,21599,1,mots_only
train,17_21600,17,21600,1,mots_only
train,17_21601,17,21601,1,mots_only
train,17_21602,17,21602,1,mots_only
train,17_21603,17,21603,1,mots_only
train,17_21604,17,21604,1,mots_only
train,17_21605,17,21605,1,mots_only
train,17_21606,17,21606,1,mots_only
train,17_21607,17,21607,1,mots_only
train,17_21608,17,21608,1,mots_only
train,17_21609,17,21609,1,mots_only
train,17_21610,17,21610,1,mots_only
train,17_21611,17,21611,1,mots_only
train,17_21612,17,21612,1,mots_only
train,17_21613,17,21613,1,mots_only
train,17_21614,17,21614,1,mots_only
train,17_21615,17,21615,1,mots_only
train,17_21616,17,21616,1,mots_only
train,17_21617,17,21617,1,mots_only
train,17_21618,17,21618,1,mots_only
train,17_21619,17,21619,1,mots_only
train,17_21620,17,21620,1,mots_only
train,17_21621,17,21621,1,mots_only
train,17_21622,17,21622,1,mots_only
train,17_21623,17,21623,1,mots_only
train,17_21624,17,21624,1,mots_only
train,17_21625,17,21625,1,mots_only
train,17_21626,17,21626,1,mots_only
train,17_21627,17,21627,1,mots_only
train,17_21628,17,21628,1,mots_only
train,17_21629,17,21629,1,mots_only
train,17_21630,17,21630,1,mots_only
train,17_21631,17,21631,1,mots_only
train,17_21632,17,21632,1,mots_only
train,17_21633,17,21633,1,mots_only
train,17_21634,17,21634,1,mots_only
train,17_21635,17,21635,1,mots_only
train,17_21636,17,21636,2,mots_only
train,17_21637,17,21637,2,mots_only
train,17_21638,17,21638,2,mots_only
train,17_21639,17,21639,1,mots_only
train,17_21640,17,21640,1,mots_only
train,17_21641,17,21641,1,mots_only
train,17_21642,17,21642,1,mots_only
train,17_21643,17,21643,1,mots_only
train,17_21644,17,21644,1,mots_only
train,17_21645,17,21645,1,mots_only
train,17_21646,17,21646,1,mots_only
train,17_21647,17,21647,1,mots_only
train,17_25597,17,25597,2,mots_only
train,17_25607,17,25607,2,yolo+mots
train,17_25627,17,25627,4,yolo+mots
train,17_25647,17,25647,4,yolo+mots
train,17_25667,17,25667,4,yolo+mots
train,17_25679,17,25679,4,yolo+mots
train,17_25687,17,25687,4,yolo+mots
train,17_25707,17,25707,4,yolo+mots
train,17_25747,17,25747,4,yolo+mots
train,17_25767,17,25767,5,yolo+mots
train,17_25787,17,25787,5,yolo+mots
train,17_25807,17,25807,5,yolo+mots
train,17_25827,17,25827,5,yolo+mots
train,17_25857,17,25857,5,yolo+mots
train,17_25877,17,25877,4,yolo+mots
train,17_25897,17,25897,4,yolo+mots
train,17_25917,17,25917,4,yolo+mots
train,17_25927,17,25927,3,yolo+mots
train,17_25947,17,25947,1,yolo+mots
train,17_25977,17,25977,1,yolo+mots
train,17_26007,17,26007,1,yolo+mots
train,17_26037,17,26037,1,yolo+mots
train,17_26067,17,26067,1,yolo+mots
train,17_26087,17,26087,1,yolo+mots
train,17_26109,17,26109,1,yolo+mots
train,17_26439,17,26439,3,yolo+mots
train,17_26469,17,26469,2,yolo+mots
train,17_26499,17,26499,2,yolo+mots
train,17_26519,17,26519,1,yolo+mots
train,17_26539,17,26539,1,yolo+mots
train,17_26559,17,26559,1,yolo+mots
train,17_26579,17,26579,1,yolo+mots
train,17_26599,17,26599,1,yolo+mots
train,17_26609,17,26609,1,yolo+mots
train,17_26619,17,26619,3,yolo+mots
train,17_26629,17,26629,4,yolo+mots
train,17_26639,17,26639,4,yolo+mots
train,17_26659,17,26659,5,yolo+mots
train,17_26679,17,26679,6,yolo+mots
train,17_26681,17,26681,5,yolo+mots
train,17_26689,17,26689,4,yolo+mots
train,17_26709,17,26709,4,yolo+mots
train,17_26729,17,26729,4,yolo+mots
train,17_26749,17,26749,4,yolo+mots
train,17_26769,17,26769,4,yolo+mots
train,17_26789,17,26789,4,yolo+mots
train,17_26809,17,26809,3,yolo+mots
train,17_26829,17,26829,2,yolo+mots
train,17_26849,17,26849,4,mots_only
train,17_26859,17,26859,2,mots_only
train,17_26881,17,26881,1,mots_only
train,17_27165,17,27165,1,mots_only
train,17_27175,17,27175,2,mots_only
train,17_27185,17,27185,1,yolo+mots
train,17_27205,17,27205,4,yolo+mots
train,17_27225,17,27225,4,yolo+mots
train,17_27245,17,27245,4,yolo+mots
train,17_27265,17,27265,4,yolo+mots
train,17_27285,17,27285,4,yolo+mots
train,17_27305,17,27305,4,yolo+mots
train,17_27325,17,27325,4,yolo+mots
train,17_27335,17,27335,4,yolo+mots
train,17_27355,17,27355,5,yolo+mots
train,17_27375,17,27375,5,yolo+mots
train,17_27385,17,27385,4,yolo+mots
train,17_27405,17,27405,3,yolo+mots
train,17_27415,17,27415,3,yolo+mots
train,17_27425,17,27425,1,yolo+mots
train,17_27455,17,27455,1,yolo+mots
train,17_27475,17,27475,1,yolo+mots
train,17_27495,17,27495,1,yolo+mots
train,17_27515,17,27515,1,yolo+mots
train,17_27535,17,27535,1,yolo+mots
train,17_27541,17,27541,1,mots_only
train,180_216,180,216,1,mots_only
train,180_245,180,245,1,mots_only
train,180_252,180,252,1,mots_only
train,180_3682,180,3682,1,mots_only
train,180_3692,180,3692,1,mots_only
train,180_3731,180,3731,2,mots_only
train,180_3752,180,3752,2,mots_only
train,180_3755,180,3755,2,mots_only
train,180_3775,180,3775,2,mots_only
train,180_3837,180,3837,1,mots_only
train,180_4719,180,4719,1,mots_only
train,180_4750,180,4750,1,mots_only
train,180_4760,180,4760,1,mots_only
train,180_4770,180,4770,1,mots_only
train,180_4772,180,4772,1,mots_only
train,180_4774,180,4774,1,mots_only
train,180_4778,180,4778,1,mots_only
train,180_4779,180,4779,1,mots_only
train,180_4780,180,4780,1,mots_only
train,180_4781,180,4781,1,mots_only
train,180_4782,180,4782,1,mots_only
train,180_4784,180,4784,1,mots_only
train,180_4785,180,4785,1,mots_only
train,180_4786,180,4786,1,mots_only
train,180_4787,180,4787,1,mots_only
train,180_4790,180,4790,1,mots_only
train,180_4792,180,4792,1,mots_only
train,180_4798,180,4798,1,mots_only
train,180_4957,180,4957,1,mots_only
train,180_4974,180,4974,1,mots_only
train,180_5034,180,5034,2,mots_only
train,180_5064,180,5064,2,mots_only
train,180_5084,180,5084,2,mots_only
train,180_5114,180,5114,2,mots_only
train,180_5134,180,5134,2,mots_only
train,180_5164,180,5164,2,mots_only
train,180_5174,180,5174,2,mots_only
train,180_5244,180,5244,1,mots_only
train,180_5253,180,5253,1,mots_only
train,180_5255,180,5255,1,mots_only
train,180_5325,180,5325,1,mots_only
train,180_5340,180,5340,1,mots_only
train,180_5380,180,5380,2,mots_only
train,180_5440,180,5440,2,mots_only
train,180_5470,180,5470,2,mots_only
train,180_5510,180,5510,2,mots_only
train,180_5520,180,5520,2,mots_only
train,180_6173,180,6173,1,mots_only
