split,image,kept,reason,boxes_out
train,134_0,True,ok,3
train,134_105,True,ok,2
train,134_110,True,ok,2
train,134_125,True,ok,1
train,134_13,True,ok,3
train,134_130,False,ambiguous_motion,0
train,134_135,True,ok,1
train,134_1405,True,ok,1
train,134_1422,True,ok,2
train,134_1428,True,ok,3
train,134_1433,True,ok,5
train,134_1437,True,ok,1
train,134_1440,False,ambiguous_motion,0
train,134_1445,True,ok,1
train,134_145,True,ok,1
train,134_1452,True,ok,2
train,134_1459,True,ok,2
train,134_1464,True,ok,2
train,134_1468,False,ambiguous_motion,0
train,134_1469,True,ok,2
train,134_1471,False,ambiguous_motion,0
train,134_1474,True,ok,3
train,134_1478,True,ok,3
train,134_1479,True,ok,3
train,134_1483,True,ok,2
train,134_1488,True,ok,3
train,134_1492,True,ok,3
train,134_1493,True,ok,3
train,134_1497,True,ok,3
train,134_1498,True,ok,3
train,134_150,False,ambiguous_motion,0
train,134_1503,True,ok,4
train,134_1508,True,ok,5
train,134_1509,True,ok,4
train,134_1513,False,ambiguous_motion,0
train,134_1519,True,ok,4
train,134_1525,True,ok,4
train,134_1528,False,excluded_species,0
train,134_1529,True,ok,4
train,134_1534,False,ambiguous_motion,0
train,134_1539,False,ambiguous_motion,0
train,134_1548,False,excluded_species,0
train,134_1549,True,ok,4
train,134_155,True,ok,2
train,134_1553,True,ok,3
train,134_1555,True,ok,4
train,134_1561,True,ok,4
train,134_1566,True,ok,4
train,134_1568,False,excluded_species,0
train,134_1570,True,ok,4
train,134_1575,True,ok,6
train,134_1581,True,ok,5
train,134_1586,True,ok,4
train,134_1588,False,excluded_species,0
train,134_1592,True,ok,3
train,134_1599,True,ok,3
train,134_1601,False,ambiguous_motion,0
train,134_1604,True,ok,3
train,134_1608,False,excluded_species,0
train,134_1611,True,ok,2
train,134_1618,True,ok,2
train,134_1621,False,excluded_species,0
train,134_1623,True,ok,1
train,134_1631,True,ok,1
train,134_1636,True,ok,1
train,134_1640,True,ok,1
train,134_165,True,ok,3
train,134_170,False,ambiguous_motion,0
train,134_175,True,ok,3
train,134_180,False,ambiguous_motion,0
train,134_185,True,ok,3
train,134_195,True,ok,3
train,134_200,False,ambiguous_motion,0
train,134_215,True,ok,3
train,134_220,False,ambiguous_motion,0
train,134_225,True,ok,3
train,134_235,True,ok,3
train,134_25,True,ok,2
train,134_255,True,ok,2
train,134_275,True,ok,2
train,134_285,True,ok,1
train,134_295,True,ok,1
train,134_305,True,ok,1
train,134_315,True,ok,1
train,134_325,True,ok,1
train,134_328,True,ok,1
train,134_348,True,ok,1
train,134_45,True,ok,1
train,134_55,True,ok,1
train,134_65,True,ok,3
train,134_80,False,ambiguous_motion,0
train,134_85,True,ok,2
train,134_90,True,ok,2
train,135_143,True,ok,1
train,135_149,True,ok,2
train,135_1502,True,ok,2
train,135_1504,True,ok,2
train,135_1508,True,ok,4
train,135_1516,True,ok,8
train,135_1522,True,ok,1
train,135_1529,True,ok,2
train,135_1538,True,ok,2
train,135_1549,True,ok,3
train,135_1557,True,ok,3
train,135_1564,False,ambiguous_motion,0
train,135_1566,True,ok,2
train,135_1572,True,ok,1
train,135_1579,True,ok,2
train,135_1584,True,ok,3
train,135_1588,True,ok,2
train,135_159,True,ok,2
train,135_1591,True,ok,3
train,135_1597,True,ok,3
train,135_1603,True,ok,2
train,135_1606,True,ok,2
train,135_1609,True,ok,2
train,135_1614,True,ok,2
train,135_1619,True,ok,4
train,135_1625,True,ok,2
train,135_1632,True,ok,3
train,135_1634,False,ambiguous_motion,0
train,135_1636,True,ok,1
train,135_1637,False,ambiguous_motion,0
train,135_1639,True,ok,2
train,135_1644,True,ok,4
train,135_1649,True,ok,2
train,135_1650,False,ambiguous_motion,0
train,135_1659,True,ok,3
train,135_1669,True,ok,2
train,135_1677,True,ok,3
train,135_168,True,ok,1
train,135_1687,True,ok,2
train,135_169,True,ok,2
train,135_1692,True,ok,3
train,135_1699,True,ok,3
train,135_1704,True,ok,4
train,135_1710,True,ok,1
train,135_1720,True,ok,2
train,135_1730,True,ok,1
train,135_1750,True,ok,1
train,135_1760,True,ok,1
train,135_1770,True,ok,3
train,135_1778,True,ok,1
train,135_179,True,ok,3
train,135_1855,True,ok,1
train,135_1859,True,ok,1
train,135_1868,True,ok,1
train,135_1878,True,ok,1
train,135_189,True,ok,2
train,135_1898,True,ok,2
train,135_1900,True,ok,2
train,135_1910,True,ok,1
train,135_1914,True,ok,2
train,135_1917,True,ok,3
train,135_1927,True,ok,4
train,135_1937,True,ok,3
train,135_1957,True,ok,3
train,135_1977,True,ok,3
train,135_199,True,ok,2
train,135_1997,True,ok,3
train,135_2007,True,ok,4
train,135_2017,True,ok,2
train,135_2021,True,ok,2
train,135_2031,True,ok,2
train,135_2041,True,ok,2
train,135_2051,True,ok,2
train,135_2061,True,ok,1
train,135_2071,True,ok,1
train,135_209,True,ok,2
train,135_219,True,ok,3
train,135_229,True,ok,2
train,135_239,True,ok,2
train,135_248,True,ok,1
train,135_249,True,ok,2
train,135_259,True,ok,2
train,135_269,True,ok,1
train,135_272,True,ok,1
train,135_279,True,ok,1
train,135_289,True,ok,1
train,135_299,True,ok,1
train,135_309,True,ok,9
train,135_319,True,ok,9
train,135_3228,True,ok,1
train,135_3248,True,ok,1
train,135_3258,True,ok,2
train,135_3268,True,ok,3
train,135_3278,True,ok,2
train,135_3288,True,ok,3
train,135_329,True,ok,8
train,135_3298,True,ok,4
train,135_3308,True,ok,4
train,135_3318,True,ok,4
train,135_3328,True,ok,4
train,135_3338,True,ok,4
train,135_3348,True,ok,4
train,135_3358,True,ok,4
train,135_3368,True,ok,4
train,135_3388,True,ok,4
train,135_339,True,ok,6
train,135_3408,True,ok,4
train,135_3418,True,ok,3
train,135_3428,True,ok,3
train,135_3438,True,ok,2
train,135_3448,True,ok,2
train,135_3458,True,ok,2
train,135_3468,True,ok,2
train,135_3478,True,ok,1
train,135_3488,True,ok,1
train,135_349,True,ok,6
train,135_3498,True,ok,1
train,135_3508,True,ok,1
train,135_3518,True,ok,1
train,135_3523,True,ok,1
train,135_359,True,ok,1
train,135_369,True,ok,1
train,135_377,True,ok,1
train,135_379,True,ok,4
train,135_387,True,ok,2
train,136_0,True,ok,1
train,136_106,True,ok,1
train,136_116,True,ok,1
train,136_126,True,ok,2
train,136_136,True,ok,1
train,136_146,True,ok,1
train,136_150,True,ok,2
train,136_155,True,ok,2
train,136_156,False,ambiguous_motion,0
train,136_1572,True,ok,1
train,136_161,True,ok,2
train,136_1634,True,ok,1
train,136_165,True,ok,2
train,136_1655,True,ok,1
train,136_166,False,ambiguous_motion,0
train,136_1664,True,ok,1
train,136_1666,True,ok,1
train,136_1672,True,ok,1
train,136_1673,True,ok,1
train,136_1676,True,ok,1
train,136_1686,True,ok,1
train,136_1694,True,ok,1
train,136_1724,True,ok,1
train,136_175,True,ok,2
train,136_1754,True,ok,1
train,136_176,False,ambiguous_motion,0
train,136_1764,True,ok,1
train,136_183,True,ok,1
train,136_185,True,ok,2
train,136_186,False,ambiguous_motion,0
train,136_1874,True,ok,1
train,136_1897,True,ok,1
train,136_1917,True,ok,1
train,136_196,True,ok,1
train,136_197,True,ok,2
train,136_206,False,ambiguous_motion,0
train,136_207,True,ok,3
train,136_216,False,ambiguous_motion,0
train,136_217,True,ok,2
train,136_226,False,ambiguous_motion,0
train,136_227,True,ok,2
train,136_231,False,ambiguous_motion,0
train,136_236,True,ok,1
train,136_237,True,ok,2
train,136_241,False,ambiguous_motion,0
train,136_247,True,ok,3
train,136_251,False,ambiguous_motion,0
train,136_257,True,ok,2
train,136_261,True,ok,1
train,136_267,True,ok,2
train,136_271,True,ok,1
train,136_277,True,ok,2
train,136_281,False,ambiguous_motion,0
train,136_287,True,ok,2
train,136_291,False,ambiguous_motion,0
train,136_292,True,ok,1
train,136_297,True,ok,2
train,136_30,True,ok,1
train,136_302,False,ambiguous_motion,0
train,136_307,True,ok,3
train,136_312,True,ok,2
train,136_317,True,ok,8
train,136_322,False,ambiguous_motion,0
train,136_327,True,ok,7
train,136_3285,True,ok,1
train,136_3305,True,ok,1
train,136_3306,True,ok,1
train,136_3311,True,ok,1
train,136_332,True,ok,1
train,136_3345,True,ok,1
train,136_3375,True,ok,1
train,136_340,True,ok,6
train,136_3411,True,ok,1
train,136_342,True,ok,1
train,136_3451,True,ok,1
train,136_346,True,ok,5
train,136_35,True,ok,1
train,136_357,True,ok,3
train,136_40,True,ok,1
train,136_50,True,ok,1
train,136_59,True,ok,1
train,136_63,True,ok,1
train,136_66,True,ok,1
train,136_71,True,ok,1
train,136_76,True,ok,1
train,136_81,True,ok,1
train,136_86,True,ok,1
train,136_96,True,ok,1
train,137_105,True,ok,7
train,137_115,True,ok,7
train,137_125,True,ok,1
train,137_135,True,ok,1
train,137_145,True,ok,2
train,137_155,True,ok,2
train,137_165,True,ok,2
train,137_169,True,ok,2
train,137_1702,True,ok,3
train,137_1712,True,ok,1
train,137_1722,True,ok,2
train,137_1732,True,ok,2
train,137_1742,True,ok,3
train,137_1752,True,ok,4
train,137_1762,True,ok,3
train,137_1772,True,ok,3
train,137_1782,True,ok,3
train,137_179,True,ok,2
train,137_1792,True,ok,2
train,137_1802,True,ok,3
train,137_1812,True,ok,4
train,137_182,True,ok,2
train,137_1822,True,ok,3
train,137_1832,True,ok,2
train,137_1842,True,ok,4
train,137_1852,True,ok,4
train,137_1862,True,ok,5
train,137_1872,True,ok,6
train,137_1882,True,ok,6
train,137_189,True,ok,2
train,137_1892,True,ok,4
train,137_1902,True,ok,4
train,137_1912,True,ok,4
train,137_1922,True,ok,1
train,137_1932,True,ok,2
train,137_1942,True,ok,1
train,137_1952,True,ok,4
train,137_1962,True,ok,1
train,137_1982,True,ok,1
train,137_199,True,ok,2
train,137_1992,True,ok,1
train,137_209,True,ok,1
train,137_219,True,ok,1
train,137_229,True,ok,1
train,137_239,True,ok,2
train,137_249,True,ok,2
train,137_259,True,ok,1
train,137_269,True,ok,1
train,137_279,True,ok,12
train,137_289,True,ok,12
train,137_299,True,ok,11
train,137_309,True,ok,11
train,137_310,True,ok,5
train,137_316,True,ok,5
train,137_319,True,ok,11
train,137_329,True,ok,10
train,137_339,True,ok,6
train,137_349,True,ok,4
train,137_359,True,ok,2
train,137_366,True,ok,1
train,137_369,True,ok,1
train,137_379,True,ok,1
train,137_381,True,ok,1
train,137_95,True,ok,4
train,138_0,True,ok,3
train,138_103,True,ok,2
train,138_116,True,ok,1
train,138_127,True,ok,1
train,138_137,True,ok,2
train,138_144,True,ok,4
train,138_152,True,ok,4
train,138_158,True,ok,3
train,138_163,True,ok,2
train,138_167,False,ambiguous_motion,0
train,138_168,True,ok,3
train,138_174,True,ok,2
train,138_1783,True,ok,4
train,138_179,True,ok,4
train,138_1793,True,ok,1
train,138_1803,True,ok,2
train,138_1813,True,ok,2
train,138_1823,True,ok,2
train,138_1833,True,ok,2
train,138_184,True,ok,2
train,138_1843,True,ok,2
train,138_1853,True,ok,3
train,138_186,True,ok,2
train,138_1863,True,ok,2
train,138_1873,True,ok,2
train,138_1883,True,ok,3
train,138_1893,True,ok,3
train,138_190,True,ok,2
train,138_1903,True,ok,2
train,138_1913,True,ok,2
train,138_1923,True,ok,2
train,138_1933,True,ok,2
train,138_1943,True,ok,1
train,138_1953,True,ok,1
train,138_1963,True,ok,1
train,138_1973,True,ok,2
train,138_1983,True,ok,2
train,138_1993,True,ok,1
train,138_200,True,ok,3
train,138_2006,True,ok,1
train,138_21,True,ok,2
train,138_210,True,ok,3
train,138_220,True,ok,4
train,138_230,True,ok,4
train,138_231,False,ambiguous_motion,0
train,138_236,False,ambiguous_motion,0
train,138_240,True,ok,3
train,138_250,True,ok,3
train,138_260,True,ok,2
train,138_267,False,ambiguous_motion,0
train,138_270,True,ok,3
train,138_271,False,ambiguous_motion,0
train,138_277,False,ambiguous_motion,0
train,138_280,True,ok,3
train,138_290,True,ok,3
train,138_291,False,ambiguous_motion,0
train,138_30,True,ok,1
train,138_300,True,ok,3
train,138_310,True,ok,12
train,138_311,True,ok,1
train,138_320,True,ok,6
train,138_330,True,ok,6
train,138_331,True,ok,2
train,138_340,True,ok,6
train,138_348,True,ok,3
train,138_350,True,ok,1
train,138_351,True,ok,1
train,138_361,True,ok,1
train,138_46,True,ok,3
train,138_53,True,ok,4
train,138_55,True,ok,1
train,138_62,True,ok,4
train,138_69,True,ok,7
train,138_76,True,ok,1
train,138_80,True,ok,1
train,138_88,True,ok,2
train,138_94,True,ok,1
train,139_104,True,ok,1
train,139_124,True,ok,1
train,139_134,True,ok,1
train,139_142,True,ok,1
train,139_144,True,ok,2
train,139_154,True,ok,2
train,139_162,False,ambiguous_motion,0
train,139_164,True,ok,2
train,139_1703,True,ok,2
train,139_1711,True,ok,1
train,139_172,False,ambiguous_motion,0
train,139_1721,True,ok,2
train,139_1731,True,ok,1
train,139_174,True,ok,1
train,139_1741,True,ok,2
train,139_1744,False,ambiguous_motion,0
train,139_1751,True,ok,5
train,139_1754,False,ambiguous_motion,0
train,139_1761,True,ok,5
train,139_1764,False,ambiguous_motion,0
train,139_1771,True,ok,5
train,139_1781,True,ok,6
train,139_1784,False,ambiguous_motion,0
train,139_1791,True,ok,5
train,139_1794,False,ambiguous_motion,0
train,139_1811,True,ok,6
train,139_182,False,ambiguous_motion,0
train,139_1821,True,ok,5
train,139_1831,True,ok,5
train,139_184,True,ok,2
train,139_1841,True,ok,6
train,139_1851,True,ok,3
train,139_1861,True,ok,4
train,139_1871,True,ok,2
train,139_1881,True,ok,2
train,139_1891,True,ok,2
train,139_1901,True,ok,2
train,139_1911,True,ok,2
train,139_1921,True,ok,2
train,139_1931,True,ok,1
train,139_194,True,ok,2
train,139_1941,True,ok,1
train,139_1951,True,ok,1
train,139_201,False,ambiguous_motion,0
train,139_204,True,ok,3
train,139_211,False,ambiguous_motion,0
train,139_214,True,ok,3
train,139_224,True,ok,3
train,139_234,True,ok,1
train,139_254,True,ok,1
train,139_264,True,ok,1
train,139_274,True,ok,2
train,139_284,True,ok,2
train,139_294,True,ok,1
train,139_304,True,ok,2
train,139_314,True,ok,12
train,139_324,True,ok,12
train,139_334,True,ok,6
train,139_344,True,ok,5
train,139_354,True,ok,4
train,139_363,False,excluded_species,0
train,139_364,True,ok,1
train,139_373,False,excluded_species,0
train,139_393,False,excluded_species,0
train,139_423,False,excluded_species,0
train,139_453,False,excluded_species,0
train,139_473,False,excluded_species,0
train,139_493,False,excluded_species,0
train,139_513,False,excluded_species,0
train,139_523,False,excluded_species,0
train,139_543,False,excluded_species,0
train,139_563,False,excluded_species,0
train,139_84,True,ok,6
train,139_94,True,ok,1
train,140_0,True,ok,1
train,140_1008,True,ok,3
train,140_1018,True,ok,3
train,140_102,True,ok,1
train,140_1028,True,ok,2
train,140_1038,True,ok,2
train,140_1048,True,ok,2
train,140_1058,True,ok,2
train,140_106,True,ok,1
train,140_1068,True,ok,2
train,140_1078,True,ok,2
train,140_1088,True,ok,2
train,140_1098,True,ok,2
train,140_1108,True,ok,1
train,140_1118,True,ok,1
train,140_112,True,ok,1
train,140_1128,True,ok,2
train,140_1138,True,ok,1
train,140_1148,True,ok,1
train,140_1158,True,ok,2
train,140_1168,True,ok,2
train,140_1178,True,ok,1
train,140_1188,True,ok,1
train,140_1192,True,ok,1
train,140_1227,True,ok,1
train,140_1247,True,ok,1
train,140_1257,True,ok,2
train,140_1267,False,ambiguous_motion,0
train,140_1277,True,ok,3
train,140_1287,True,ok,2
train,140_1293,True,ok,4
train,140_1313,True,ok,3
train,140_132,True,ok,2
train,140_1333,True,ok,3
train,140_1353,True,ok,3
train,140_1373,True,ok,3
train,140_1393,True,ok,1
train,140_1413,True,ok,3
train,140_142,True,ok,2
train,140_1423,True,ok,3
train,140_1424,True,ok,2
train,140_1434,True,ok,2
train,140_1437,True,ok,2
train,140_1447,True,ok,2
train,140_1457,True,ok,2
train,140_1467,True,ok,2
train,140_1477,True,ok,2
train,140_1487,True,ok,2
train,140_1497,True,ok,3
train,140_1507,True,ok,3
train,140_1517,True,ok,3
train,140_152,True,ok,2
train,140_1527,True,ok,3
train,140_1537,True,ok,3
train,140_1547,True,ok,3
train,140_1557,True,ok,2
train,140_1567,True,ok,2
train,140_1577,True,ok,2
train,140_1587,True,ok,3
train,140_1597,True,ok,3
train,140_1607,True,ok,3
train,140_1617,True,ok,2
train,140_162,True,ok,3
train,140_1622,True,ok,1
train,140_1632,False,ambiguous_motion,0
train,140_1637,True,ok,3
train,140_1642,True,ok,2
train,140_1647,True,ok,2
train,140_1652,False,ambiguous_motion,0
train,140_1657,True,ok,3
train,140_1667,True,ok,3
train,140_1672,False,ambiguous_motion,0
train,140_1677,True,ok,3
train,140_1690,True,ok,2
train,140_1700,True,ok,2
train,140_1702,False,ambiguous_motion,0
train,140_1710,True,ok,1
train,140_1711,True,ok,1
train,140_1712,True,ok,4
train,140_172,True,ok,4
train,140_1722,True,ok,2
train,140_1723,True,ok,2
train,140_1733,True,ok,2
train,140_1743,True,ok,2
train,140_1753,True,ok,2
train,140_1763,True,ok,2
train,140_1773,True,ok,2
train,140_1783,True,ok,2
train,140_1793,True,ok,2
train,140_1803,True,ok,2
train,140_1813,True,ok,2
train,140_1823,True,ok,2
train,140_1833,True,ok,2
train,140_1843,True,ok,2
train,140_1853,True,ok,3
train,140_1863,True,ok,1
train,140_1873,True,ok,1
train,140_1883,True,ok,1
train,140_1893,True,ok,2
train,140_1903,True,ok,1
train,140_1913,True,ok,1
train,140_192,True,ok,4
train,140_1923,True,ok,2
train,140_1933,True,ok,1
train,140_1943,True,ok,2
train,140_1953,True,ok,2
train,140_1973,True,ok,3
train,140_1993,True,ok,2
train,140_2,True,ok,1
train,140_2003,True,ok,3
train,140_2013,True,ok,3
train,140_202,True,ok,4
train,140_2023,True,ok,2
train,140_2033,True,ok,3
train,140_2053,True,ok,2
train,140_2073,True,ok,2
train,140_2093,True,ok,2
train,140_2113,True,ok,2
train,140_212,True,ok,5
train,140_2123,True,ok,1
train,140_2133,True,ok,1
train,140_2153,True,ok,1
train,140_2173,True,ok,1
train,140_2193,True,ok,2
train,140_22,True,ok,1
train,140_2203,True,ok,2
train,140_2213,True,ok,2
train,140_222,True,ok,1
train,140_2233,True,ok,2
train,140_2253,True,ok,2
train,140_2273,True,ok,1
train,140_2293,True,ok,1
train,140_2313,True,ok,1
train,140_232,True,ok,1
train,140_2333,True,ok,2
train,140_2353,True,ok,1
train,140_2373,True,ok,2
train,140_2393,True,ok,2
train,140_2403,True,ok,2
train,140_2413,True,ok,1
train,140_2419,True,ok,1
train,140_242,True,ok,1
train,140_2483,True,ok,7
train,140_2487,True,ok,1
train,140_2497,True,ok,1
train,140_2507,True,ok,1
train,140_2517,True,ok,1
train,140_252,True,ok,1
train,140_2527,True,ok,1
train,140_2537,True,ok,1
train,140_2547,True,ok,1
train,140_2548,True,ok,1
train,140_2557,True,ok,1
train,140_2567,True,ok,1
train,140_2577,True,ok,1
train,140_2578,False,ambiguous_motion,0
train,140_2587,True,ok,1
train,140_2597,True,ok,1
train,140_2607,True,ok,2
train,140_2617,True,ok,1
train,140_262,True,ok,1
train,140_2627,True,ok,2
train,140_2637,True,ok,2
train,140_2647,True,ok,2
train,140_2657,True,ok,2
train,140_2667,True,ok,2
train,140_2677,True,ok,2
train,140_2687,True,ok,2
train,140_2697,True,ok,2
train,140_2707,True,ok,2
train,140_2717,True,ok,2
train,140_272,True,ok,1
train,140_2727,True,ok,2
train,140_2737,True,ok,2
train,140_2747,True,ok,2
train,140_2757,True,ok,1
train,140_2767,True,ok,1
train,140_2777,True,ok,1
train,140_2787,True,ok,1
train,140_2797,True,ok,1
train,140_2807,True,ok,1
train,140_2817,True,ok,1
train,140_282,True,ok,4
train,140_2827,True,ok,1
train,140_2837,True,ok,1
train,140_2847,True,ok,1
train,140_2857,True,ok,1
train,140_2867,True,ok,1
train,140_2871,True,ok,1
train,140_2872,True,ok,1
train,140_2882,True,ok,1
train,140_2892,True,ok,1
train,140_2902,True,ok,1
train,140_2912,True,ok,1
train,140_292,True,ok,4
train,140_2922,True,ok,1
train,140_2932,True,ok,1
train,140_2942,True,ok,1
train,140_2952,True,ok,1
train,140_2962,True,ok,1
train,140_2972,True,ok,7
train,140_2974,True,ok,7
train,140_3008,True,ok,1
train,140_3018,True,ok,2
train,140_302,True,ok,3
train,140_3028,True,ok,1
train,140_3038,True,ok,1
train,140_3048,True,ok,2
train,140_3068,True,ok,2
train,140_3088,True,ok,1
train,140_3108,True,ok,1
train,140_312,True,ok,2
train,140_3128,True,ok,1
train,140_3138,True,ok,1
train,140_3148,True,ok,1
train,140_3158,True,ok,1
train,140_3168,True,ok,2
train,140_3178,True,ok,1
train,140_3188,True,ok,1
train,140_3198,True,ok,1
train,140_3208,True,ok,1
train,140_322,True,ok,3
train,140_3228,True,ok,1
train,140_3238,True,ok,2
train,140_3248,True,ok,1
train,140_3268,True,ok,1
train,140_3288,True,ok,1
train,140_3308,True,ok,1
train,140_3318,True,ok,1
train,140_332,True,ok,2
train,140_3338,True,ok,2
train,140_3358,True,ok,1
train,140_3368,True,ok,1
train,140_3378,True,ok,3
train,140_3388,True,ok,1
train,140_3398,True,ok,2
train,140_3418,True,ok,2
train,140_342,True,ok,3
train,140_3428,True,ok,2
train,140_3438,True,ok,3
train,140_3448,False,ambiguous_motion,0
train,140_3458,True,ok,3
train,140_3468,True,ok,2
train,140_3478,True,ok,2
train,140_3498,True,ok,1
train,140_3508,True,ok,1
train,140_3518,True,ok,2
train,140_352,False,ambiguous_motion,0
train,140_3528,True,ok,1
train,140_3538,True,ok,2
train,140_3548,True,ok,2
train,140_3558,True,ok,1
train,140_3568,True,ok,1
train,140_3578,True,ok,1
train,140_3588,True,ok,3
train,140_3598,True,ok,1
train,140_3608,True,ok,2
train,140_3618,True,ok,2
train,140_362,False,ambiguous_motion,0
train,140_3628,True,ok,2
train,140_3638,True,ok,2
train,140_3648,True,ok,2
train,140_3658,True,ok,1
train,140_372,False,ambiguous_motion,0
train,140_382,False,ambiguous_motion,0
train,140_392,False,ambiguous_motion,0
train,140_402,False,ambiguous_motion,0
train,140_4048,True,ok,2
train,140_4058,True,ok,1
train,140_4068,True,ok,1
train,140_4088,True,ok,1
train,140_4108,True,ok,1
train,140_412,False,ambiguous_motion,0
train,140_4128,True,ok,1
train,140_4148,True,ok,1
train,140_415,False,ambiguous_motion,0
train,140_4168,True,ok,2
train,140_4188,True,ok,1
train,140_42,True,ok,1
train,140_4208,True,ok,2
train,140_422,False,ambiguous_motion,0
train,140_4228,True,ok,1
train,140_4236,True,ok,1
train,140_4238,True,ok,1
train,140_4248,True,ok,1
train,140_4258,True,ok,2
train,140_4268,True,ok,1
train,140_427,False,ambiguous_motion,0
train,140_4278,True,ok,1
train,140_4288,True,ok,1
train,140_4298,True,ok,2
train,140_4308,True,ok,1
train,140_4318,True,ok,1
train,140_432,False,ambiguous_motion,0
train,140_4328,True,ok,3
train,140_4338,True,ok,1
train,140_4348,True,ok,1
train,140_4358,True,ok,2
train,140_4368,True,ok,2
train,140_4378,True,ok,2
train,140_4388,True,ok,2
train,140_4398,True,ok,2
train,140_4408,True,ok,2
train,140_4418,True,ok,2
train,140_442,False,ambiguous_motion,0
train,140_4428,True,ok,2
train,140_4448,True,ok,2
train,140_4468,True,ok,1
train,140_447,False,ambiguous_motion,0
train,140_4488,True,ok,1
train,140_4503,True,ok,1
train,140_452,False,ambiguous_motion,0
train,140_462,True,ok,1
train,140_52,True,ok,2
train,140_62,True,ok,1
train,140_72,True,ok,1
train,140_76,True,ok,1
train,140_82,True,ok,1
train,140_86,True,ok,1
train,140_918,True,ok,2
train,140_928,True,ok,5
train,140_938,True,ok,6
train,140_948,True,ok,7
train,140_958,True,ok,2
train,140_96,True,ok,1
train,140_968,True,ok,2
train,140_978,True,ok,2
train,140_988,True,ok,2
train,140_998,True,ok,3
train,141_127,True,ok,2
train,141_128,True,ok,2
train,141_132,True,ok,2
train,141_134,False,ambiguous_motion,0
train,141_135,True,ok,2
train,141_136,False,ambiguous_motion,0
train,141_137,True,ok,1
train,141_144,True,ok,1
train,141_145,True,ok,1
train,141_148,True,ok,1
train,141_152,True,ok,1
train,141_1608,True,ok,1
train,141_1613,True,ok,2
train,141_1623,True,ok,2
train,141_1629,True,ok,2
train,141_1649,True,ok,3
train,141_165,True,ok,1
train,141_1669,True,ok,3
train,141_1689,True,ok,3
train,141_1709,True,ok,3
train,141_1729,True,ok,3
train,141_1749,True,ok,3
train,141_1769,True,ok,3
train,141_1789,True,ok,2
train,141_1799,True,ok,1
train,141_1809,True,ok,1
train,141_1819,False,ambiguous_motion,0
train,141_1829,True,ok,2
train,141_1839,True,ok,2
train,141_1849,True,ok,1
train,141_185,True,ok,2
train,141_1859,True,ok,1
train,141_1879,True,ok,1
train,141_1889,True,ok,1
train,141_1899,True,ok,1
train,141_1909,True,ok,2
train,141_1929,True,ok,2
train,141_1939,False,ambiguous_motion,0
train,141_1943,False,ambiguous_motion,0
train,141_1949,False,ambiguous_motion,0
train,141_195,True,ok,2
train,141_1953,True,ok,2
train,141_1963,False,ambiguous_motion,0
train,141_1969,False,ambiguous_motion,0
train,141_1973,False,ambiguous_motion,0
train,141_1983,False,ambiguous_motion,0
train,141_1989,False,ambiguous_motion,0
train,141_1993,False,ambiguous_motion,0
train,141_1999,True,ok,1
train,141_2003,False,ambiguous_motion,0
train,141_2013,False,ambiguous_motion,0
train,141_2019,True,ok,3
train,141_2023,False,ambiguous_motion,0
train,141_2033,False,ambiguous_motion,0
train,141_2039,False,ambiguous_motion,0
train,141_2043,False,ambiguous_motion,0
train,141_205,True,ok,2
train,141_2053,False,ambiguous_motion,0
train,141_2059,False,ambiguous_motion,0
train,141_2063,True,ok,2
train,141_2073,False,ambiguous_motion,0
train,141_2079,False,ambiguous_motion,0
train,141_2083,False,ambiguous_motion,0
train,141_2089,False,ambiguous_motion,0
train,141_2093,True,ok,1
train,141_2109,True,ok,1
train,141_2113,True,ok,3
train,141_2119,True,ok,2
train,141_2123,True,ok,2
train,141_2129,True,ok,1
train,141_2130,True,ok,2
train,141_2140,True,ok,2
train,141_2149,True,ok,3
train,141_215,True,ok,2
train,141_2150,True,ok,2
train,141_2159,True,ok,3
train,141_2179,True,ok,3
train,141_2199,True,ok,3
train,141_2219,True,ok,3
train,141_2229,True,ok,3
train,141_2239,True,ok,3
train,141_2249,True,ok,4
train,141_225,True,ok,2
train,141_2259,True,ok,1
train,141_2279,True,ok,4
train,141_2289,True,ok,1
train,141_2299,True,ok,2
train,141_2309,True,ok,3
train,141_2329,True,ok,3
train,141_2349,True,ok,4
train,141_2369,True,ok,3
train,141_2389,True,ok,3
train,141_2409,True,ok,4
train,141_2419,True,ok,3
train,141_2429,True,ok,2
train,141_2439,True,ok,2
train,141_2449,True,ok,2
train,141_245,True,ok,1
train,141_2459,True,ok,2
train,141_2469,True,ok,3
train,141_2479,True,ok,2
train,141_2489,True,ok,2
train,141_2509,True,ok,2
train,141_2519,True,ok,2
train,141_2529,True,ok,2
train,141_2539,True,ok,2
train,141_2549,True,ok,1
train,141_255,True,ok,1
train,141_2559,True,ok,1
train,141_2579,True,ok,1
train,141_2589,True,ok,1
train,141_2599,True,ok,2
train,141_2619,True,ok,2
train,141_2639,True,ok,3
train,141_2659,True,ok,2
train,141_2679,True,ok,3
train,141_2689,True,ok,3
train,141_2709,True,ok,2
train,141_2719,True,ok,2
train,141_2729,True,ok,4
train,141_2749,True,ok,3
train,141_275,True,ok,3
train,141_2769,True,ok,4
train,141_2779,True,ok,1
train,141_2789,True,ok,2
train,141_2799,True,ok,3
train,141_2819,True,ok,2
train,141_2839,True,ok,2
train,141_285,True,ok,3
